SkillId,Skill_US,Phases
15645,ingredient functionality,Support Activities
15646,ingredient supply market,Support Activities
15647,ingredient testing,Support Activities
15648,inspection records,Tooling and Machining
15649,installing led lighting,Tooling and Machining
15650,installing patch panels,Software
15651,installing video systems,Tooling and Machining
15653,instrument / electrical test equipment,Tooling and Machining
15654,instrument troubleshooting,Tooling and Machining
15655,insurance law,Support Activities
15656,integration architectures,Software
15657,integration platform as a service,Software
15659,intercompany accounting,Support Activities
15660,intergraph,Design
15661,intergraph smartplant 3d,Design
15662,international conference on harmonization (ich),Support Activities
15664,internet data exchange (idx),Software
15665,internet information server (iis) administration,Software
15666,internet protocol version 6 (ipv6),Software
15667,interqual criteria,Support Activities
15668,intershop,Support Activities
15669,interwoven,Design
15670,intrusion prevention system (ips),Software
15671,invention disclosure preparation,Support Activities
15672,investigative research and development (r&d),Ideation and Development
15673,investment portfolio management,Support Activities
15674,ionic framework,Software
15675,ios application development,Software
15676,ios testing,Software
15677,ios tools,Software
15679,ip contact centers,Software
15680,ip multicast,Software
15681,ip networking,Software
15683,irrigation system design,Tooling and Machining
15684,iso 27001,Software
15685,iso 27002,Software
15686,iso standards,Production and Assembling
15687,issue investigation,Support Activities
15688,issue tracking management,Software
15689,itron,Software
15690,jacoco,Software
15691,jasmine,Software
15692,jaspersoft,Software
15693,java card,Software
15695,java enterprise edition,Software
15697,java profiling,Software
15699,javadoc,Software
15700,javafx,Software
15701,jax-rs,Software
15702,jax-ws,Software
15703,jbehave,Software
15704,jboss application server,Software
15705,jboss drools,Software
15706,jboss enterprise service bus (esb),Support Activities
15707,jboss fuse,Software
15710,jd edwards (jde) enterpriseone,Support Activities
15711,jd edwards (jde) world,Software
15712,jee architecture,Software
15713,jee programming,Software
15714,jersey,Software
15715,jet calibration (jetcal),Tooling and Machining
15716,jet engine inspection,Tooling and Machining
15717,jetty (web server),Software
15718,jitterbit,Software
15720,joint venture accounting,Support Activities
15721,jruby,Software
15724,juniper networks,Software
15725,juniper routing,Software
15726,juniper security/vpn,Software
15727,juniper switching,Software
15728,juniper wireless,Software
15729,jupyter notebook,Software
15730,kalido,Software
15731,karma,Software
15732,keep field notes,Support Activities
15733,kendo ui,Software
15734,kenexa,Support Activities
15735,kenshoo,Support Activities
15736,kentico,Software
15737,kerberos,Software
15739,kernel-based virtual machine,Software
15740,key performance metrics,Supply Chain and Logistics
15741,keyence,Tooling and Machining
15742,kibana,Software
15743,kinaxis,Software
15744,kinematics,Design
15745,klipfolio,Software
15746,klout,Support Activities
15748,knockout js,Software
15749,knowledge of marijuana,Support Activities
15750,knowledge of plant utility systems,Supply Chain and Logistics
15751,kofax,Software
15752,konstanz information miner (knime),Software
15753,kubernetes,Software
15754,lab safety,Software
15755,laboratory automation,Software
15756,laboratory cleaning,Tooling and Machining
15757,laboratory instruments operation,Materials
15758,laboratory safety and chemical hygiene plan,Materials
15759,labware,Support Activities
15760,ladder logic,Support Activities
15761,land development,Ideation and Development
15762,language integrated query (linq),Software
15763,laravel,Software
15764,large scale agile development,Software
15766,laser rangefinders,Production and Assembling
15767,lcms,Software
15768,ldap,Software
15769,lead reporting,Support Activities
15770,lead workflow,Support Activities
15771,leading organizational change,Support Activities
15773,leankit,Software
15774,learning management system (lms) administration,Software
15775,learning metrics,Support Activities
15776,lens design,Design
15777,less.js,Software
15778,level antennas,Software
15779,lidar,Support Activities
15780,life cycle assessment,Support Activities
15781,liferay portal,Software
15782,life-safety systems,Supply Chain and Logistics
15783,lifting ability,General Skills
15784,lifting equipment,General Skills
15785,lighting systems,Tooling and Machining
15786,limit switches,Support Activities
15787,linear algebra,Ideation and Development
15788,linear programming,Support Activities
15789,linux kernel,Software
15790,linux scripting,Software
15791,liquidity risk,Support Activities
15792,locating underground utilities,Supply Chain and Logistics
15793,location selection,Supply Chain and Logistics
15794,lockout / tagout (loto),Support Activities
15795,logility,Supply Chain and Logistics
15796,long short-term memory (lstm),Software
15797,long-term evolution (lte) standard,Software
15798,looker data platform,Software
15800,low level virtual machine (llvm),Software
15801,lua (programming language),Software
15802,luigi,Design
15803,machine code,Tooling and Machining
15804,machine control systems,Tooling and Machining
15805,machine guarding,Tooling and Machining
15806,machine shop practices,Tooling and Machining
15807,machine vision,Tooling and Machining
15808,machine-to-machine (m2m) communications,Software
15809,magento,Support Activities
15810,magnetics design,Design
15811,mainframe testing,Software
15812,maintaining cell lines,Materials
15813,maintaining supplies,Support Activities
15814,malware engineering,Software
15815,malware reverse engineering,Software
15816,manage multiple clinical studies,Support Activities
15817,managing subcontractors,Support Activities
15818,manual dexterity,Support Activities
15819,manufacturing principles,Production and Assembling
15821,mapr (software),Software
15822,marin software,Software
15825,market risk,Support Activities
15826,marketing mix modeling,Support Activities
15827,markit,Support Activities
15828,massively parallel processing (mpp),Software
15829,master data management (mdm),Software
15830,master scheduling,Supply Chain and Logistics
15831,mastercam,Tooling and Machining
15832,materials evaluation,Materials
15833,mathematical programming,Support Activities
15834,mathworks stateflow,Ideation and Development
15835,matrix factorization,Support Activities
15836,maximum entropy classifier,Support Activities
15837,mcafee network security,Software
15838,mckesson homecare (horizon),Support Activities
15839,mckesson star system,Software
15840,mcollective,Software
15841,mean stack,Software
15842,mechanical maintenance,Tooling and Machining
15843,mechanical repair,Tooling and Machining
15844,mechanical electrical and plumbing (mep) design,Tooling and Machining
15845,medallia,Design
15846,mediawiki,Software
15847,medical claim forms,Support Activities
15849,medical device design,Production and Assembling
15850,medical equipment troubleshooting,Tooling and Machining
15853,medical test,Support Activities
15854,medidata rave,Tooling and Machining
15855,meeting facilitation,Support Activities
15856,membrane filtration,Materials
15857,memcached,Software
15858,memsql,Software
15860,merger integration,Support Activities
15861,meridium,Supply Chain and Logistics
15862,messaging management,Support Activities
15863,metadata,Software
15864,metadata design,Support Activities
15865,metal forming,Materials
15866,metal stamping,Production and Assembling
15867,metalogix,Software
15868,metalworking tools,Tooling and Machining
15869,metrics definition,Supply Chain and Logistics
15870,mhealth,Software
15871,microbial and bioaerosol analysis,Materials
15872,microbial physiology,Materials
15873,microbiological contaminants,Materials
15874,microprocessor architecture,Software
15876,microsoft active directory,Software
15877,microsoft application vitualization (app-v),Software
15878,microsoft azure,Software
15879,microsoft azure cloud services,Support Activities
15880,microsoft biztalk server,Software
15881,microsoft business intelligence (bi) stack,Support Activities
15884,microsoft deployment toolkit (mdt),Software
15885,microsoft dynamics ax,Support Activities
15886,microsoft dynamics nav,Software
15887,microsoft edge,Software
15888,microsoft exchange unified messaging,Software
15889,microsoft forefront identity manager,Software
15890,microsoft hololens,Design
15891,microsoft infopath,Software
15892,microsoft lync server,Support Activities
15894,microsoft office 365,Software
15895,microsoft power bi,Software
15896,microsoft reporting,Software
15897,microsoft system center,Software
15898,microsoft system center configuration manager,Software
15899,microsoft system center orchestrator (scorch),Software
15900,microsoft test manager,Software
15901,microsoft unity,Software
15904,microsoft windows platform,Software
15905,microsoft windows server administration,Software
15906,microsoft xamarin,Software
15907,milliman care guidelines (mcg),Tooling and Machining
15909,mining operations,Support Activities
15910,mirth connect,Software
15911,mobile architecture,Software
15912,mobile banking,Support Activities
15913,mobile device troubleshooting,Software
15914,mochajs / mocha,Software
15915,mockito,Software
15916,model n,Support Activities
15917,model-based design (mbd),Design
15919,molecular diagnostics,Materials
15920,molecule characterization,Materials
15921,monitor industry trends,Support Activities
15922,monte carlo simulation,Support Activities
15923,mortgage cadence,Support Activities
15924,motion control systems,Tooling and Machining
15925,motion planning,Support Activities
15926,motoman robot programming,Tooling and Machining
15927,mraid,Software
15928,mrsid,Software
15929,ms sql database administration,Software
15930,mulesoft,Software
15931,multi factor authentication,Software
15934,multiphysics,Software
15935,multiple regression,Support Activities
15936,multiprotocol label switching (mpls),Software
15937,multitenancy,Software
15938,multithreaded programming,Software
15939,multivariate testing,Support Activities
15940,municipal waste water treatment systems,Tooling and Machining
15941,murex,Support Activities
15942,mybatis,Software
15943,mysql database administration,Software
15944,nastran / patran,Software
15945,national environmental policy act (nepa),Support Activities
15946,native advertising,Support Activities
15947,navinet,Software
15948,navisworks,Design
15949,near field communication (nfc),Support Activities
15950,needs analysis,Supply Chain and Logistics
15951,nelac,Software
15952,neo4j,Software
15953,neolane,Support Activities
15954,netapp,Software
15955,netapp flexpod,Software
15956,netbase,Software
15957,netsuite financials,Support Activities
15959,network analytics,Software
15960,network architecture and design,Software
15961,network data management,Software
15962,network encryption,Software
15963,network ids/ips,Software
15964,network infrastructure (edge poe devices),Software
15965,network load balancing,Software
15966,network management center (nmc),Software
15967,network migration,Software
15968,network operations & service management,Software
15969,network operations center (noc),Software
15970,network performance management,Software
15971,network quality of service (qos),Software
15972,network switches,Software
15973,network testing,Software
15974,network traffic analysis,Software
15975,network transformation,Software
15976,network troubleshooting,Software
15977,neuromodulation research,Support Activities
15978,new drug application (nda) review,Ideation and Development
15979,new hire orientation,Support Activities
15980,new product commercialization,Support Activities
15981,next generation data center,Software
15982,next generation networks,Software
15983,next generation sequencing (ngs),Software
15984,nextgen healthcare,Support Activities
15985,nginx,Software
15986,nintex workflow,Software
15987,nist cybersecurity framework,Software
15989,noise reduction,Support Activities
15990,non-conformance assessment,Production and Assembling
15992,non-relational data stores,Software
15993,north plains,Supply Chain and Logistics
15994,novell edirectory,Software
15995,nuclear magnetic resonance (nmr),Materials
15996,nuclear plant design,Software
15997,nucleic acid extraction,Materials
15998,nunit,Software
15999,oasys,Software
16000,oauth,Software
16001,object oriented paradigm,Software
16002,object recognition,Support Activities
16003,object relational mapping (orm),Software
16004,object tracking,Support Activities
16005,oculus,Software
16006,odometry,Support Activities
16007,oil and ammonia sampling,Materials
16008,oil testing and analysis,Support Activities
16009,omnigraffle,Design
16010,omniture,Support Activities
16011,online transaction processing (oltp),Support Activities
16013,ooyala,Software
16014,oozie,Software
16015,open computing language (opencl),Software
16016,open source development,Software
16017,open web application security project (owasp),Software
16018,open workbench,Software
16019,opencv,Support Activities
16020,openflow,Software
16021,opengl shading language (glsl),Design
16022,openlayers,Software
16023,openlink endur,Support Activities
16024,opennms,Software
16025,openpages,Support Activities
16026,openshift,Software
16027,openstack,Software
16028,opentsdb,Software
16029,openwrt,Software
16030,operate compounding equipment,Tooling and Machining
16031,operational acceptance testing,Support Activities
16033,optical system design and analysis,Software
16034,optical test equipment,Tooling and Machining
16035,optimizely,Software
16037,oracle 10g,Software
16038,oracle 11i,Support Activities
16039,oracle access manager,Software
16040,oracle adaptive access manager (oaam),Software
16041,oracle advanced security,Software
16042,oracle agile,Software
16044,oracle application express,Software
16045,oracle application server,Software
16047,oracle applications dba,Software
16048,oracle applications development,Ideation and Development
16049,oracle argus,Software
16050,oracle atg web commerce,Support Activities
16051,oracle audit vault,Software
16052,oracle b2b,Support Activities
16053,oracle banking flexcube,Software
16054,oracle bi publisher,Support Activities
16055,oracle big data,Software
16056,oracle billing and revenue management (brm),Support Activities
16057,oracle business activity monitoring (bam),Support Activities
16058,oracle business intelligence (bi) / obia,Support Activities
16059,oracle business rules,Support Activities
16060,oracle cloud,Software
16062,oracle coherence,Software
16063,oracle communications,Support Activities
16064,oracle cpq cloud (bigmachines),Support Activities
16065,oracle customer experience (cx),Support Activities
16066,oracle data integrator (odi),Software
16067,oracle database administration (dba),Software
16068,oracle database appliance,Software
16070,oracle demantra,Support Activities
16071,oracle development,Support Activities
16072,oracle directory server,Software
16073,oracle discoverer,Support Activities
16074,oracle e-business suite,Support Activities
16075,oracle e-business suite financials,Support Activities
16076,oracle endeca,Support Activities
16078,oracle engineered systems,Software
16079,oracle enterprise asset management,Support Activities
16080,oracle enterprise content management (ecm),Software
16081,oracle enterprise manager (oem),Software
16082,oracle exadata,Software
16083,oracle exalogic,Software
16084,oracle exalytics,Software
16085,oracle field service,Supply Chain and Logistics
16087,oracle forms,Software
16088,oracle fusion middleware collaboration suite,Software
16089,oracle grc applications,Support Activities
16090,oracle hcm assessments,Support Activities
16091,oracle healthcare,Software
16092,oracle http server,Software
16093,oracle hyperion drm,Software
16094,oracle hyperion essbase,Support Activities
16095,oracle identity analytics,Software
16096,oracle identity federation,Software
16097,oracle identity manager,Software
16098,oracle internet directory,Software
16099,oracle ireceivables,Support Activities
16100,oracle jdeveloper,Software
16102,oracle learning management,Software
16103,oracle manufacturing,Support Activities
16104,oracle marketing cloud,Support Activities
16105,oracle marketing cloud (bluekai),Support Activities
16106,oracle marketing cloud (responsys),Support Activities
16107,oracle portal,Software
16108,oracle procurement,Support Activities
16109,oracle real application clusters (rac),Software
16110,oracle receivables,Support Activities
16111,oracle reports,Support Activities
16112,oracle retail,Support Activities
16113,oracle scm advanced procurement,Support Activities
16114,oracle security,Software
16115,oracle security access manager,Software
16116,oracle service bus,Software
16117,oracle service cloud (rightnow),Design
16118,oracle service contracts,Support Activities
16119,oracle smartview,Software
16120,oracle soa suite,Software
16121,oracle streams,Software
16122,oracle time & labor,Support Activities
16123,oracle toad,Support Activities
16124,oracle toplink,Software
16126,oracle unified directory,Software
16127,oracle utilities,Software
16128,oracle virtual directory,Software
16129,oracle vm,Software
16130,oracle vm virtualbox,Software
16131,oracle warehouse builder,Software
16132,oracle waveset,Software
16133,oracle web services manager (owsm),Software
16134,oracle webcenter,Software
16135,oracle x86,Software
16136,oral communication,General Skills
16137,oral irrigation,Support Activities
16138,order management systems,Support Activities
16139,order to cash processing,Support Activities
16140,os x,Software
16141,osgi,Software
16143,osisoft pi,Support Activities
16144,outlooksoft,Software
16145,over the road,Supply Chain and Logistics
16146,pacs (picture archiving and communication system),Support Activities
16147,pagerduty,Software
16148,paid search,Support Activities
16149,painting (art),Design
16150,parallel programming,Software
16151,pardot,Software
16152,parenting,General Skills
16154,particle filtering,Materials
16155,particle sizing,Materials
16156,partner relationship management,Support Activities
16157,path planning,Support Activities
16158,pcb machine,Tooling and Machining
16159,pci (payment card industry),Software
16160,pdmlink,Software
16163,people development,Support Activities
16164,peoplesoft administration,Support Activities
16165,peoplesoft application engine,Software
16166,peoplesoft campus solutions,Support Activities
16167,peoplesoft crm,Support Activities
16168,peoplesoft healthcare,Software
16169,peoplesoft integration broker,Software
16171,peoplesoft nvision,Support Activities
16172,peoplesoft security,Software
16173,peoplesoft upgrade,Support Activities
16174,performance & scalability design,Software
16175,performance analytics,Support Activities
16176,peripheral equipment repair,Tooling and Machining
16178,persian,General Skills
16179,personal protective equipment (ppe),Support Activities
16180,pest control monitoring,Supply Chain and Logistics
16181,phabricator,Software
16183,pharmaceutical dosage forms,Support Activities
16184,phishing,Software
16185,phonegap application development,Software
16186,photometry/photometric,Software
16187,physical security information management (psim),Software
16188,physical site security,Software
16190,pipeline (computing),Support Activities
16192,piping diagrams,Tooling and Machining
16193,pitot static,Software
16194,pivotal tc server,Software
16195,place mounts,Tooling and Machining
16196,plant tissue culture,Materials
16197,planters,Supply Chain and Logistics
16198,plasmid dna,Materials
16199,platfora,Software
16200,platfora big data discovery platform,Software
16201,play framework,Software
16203,pmd source code analyzer,Software
16204,pneumatic frame straightening machine,Tooling and Machining
16205,point-of-care testing,Software
16206,policy deployment / hoshin kanri,Software
16207,polymer science,Materials
16208,portal servers,Software
16209,portal tools,Software
16210,portfolio analysis,Support Activities
16211,portfolio optimization,Support Activities
16212,possess working knowledge of ansi/tia/eia,Software
16213,post-merger integration,Software
16214,powder handling,Supply Chain and Logistics
16215,power distribution projects,Support Activities
16216,power distribution systems,Tooling and Machining
16217,power transmission system planning software (psse),Software
16218,ppm tools,Support Activities
16219,pq measurements,Tooling and Machining
16220,precision agriculture,Support Activities
16221,predictive / preventative maintenance,Tooling and Machining
16222,predix,Software
16223,preparation of bidding documents,Support Activities
16224,preparation of demonstrations,Software
16225,prepare calibration solutions,Support Activities
16226,prepare compounds and reagents,Materials
16227,prepare construction drawings,Design
16228,prepare designs and estimates,Design
16229,prepare engineering calculations,Support Activities
16230,prepare presentations,Design
16231,prepare spreadsheets,Software
16232,prepare working drawings,Design
16233,prepares data packages,Software
16234,preparing proposals,Support Activities
16235,preparing sampling plans,Support Activities
16236,preparing seed,Production and Assembling
16237,presentation delivery,Design
16238,pressure washers,Tooling and Machining
16239,pre-trip / post-trip vehicle inspections,Tooling and Machining
16240,prevent and treat injuries,Support Activities
16241,primavera p6,Software
16242,primefaces,Software
16243,printed circuit boards (pcb) design / testing,Software
16244,private branch exchange (pbx),Software
16245,process architecture,Support Activities
16246,process change control,Support Activities
16247,process field bus (profibus),Tooling and Machining
16248,process isolation,Support Activities
16249,process piping,Design
16250,process refinement,Support Activities
16251,process safety,Support Activities
16252,processor design,Software
16253,procore,Software
16254,product renewal,Support Activities
16255,product sensory and stability,Materials
16256,production of chemical solutions,Materials
16257,production part approval process (ppap),Production and Assembling
16258,project drawings,Design
16260,project finance,Support Activities
16261,proof-of-concept development,Ideation and Development
16262,propagation,Support Activities
16263,property inspection,Supply Chain and Logistics
16265,prophix,Software
16266,protein expression,Materials
16267,protocol compliance,Support Activities
16268,protocol design,Software
16269,prototype design development,Ideation and Development
16270,provide technical support to engineers,Software
16271,providing warranties,Support Activities
16272,ptc creo,Design
16273,ptc thingworx / axeda,Support Activities
16274,public key infrastructure (pki),Software
16276,public works,Support Activities
16277,pumping systems,Tooling and Machining
16278,pv system design and drafting,Design
16279,qc logbooks,Support Activities
16280,qc processes,Support Activities
16281,qlik,Support Activities
16282,qnx operating system,Software
16283,qpcr,Software
16284,quality management,Support Activities
16285,qualys vulnerability management,Software
16286,qualysguard,Software
16288,qunit,Software
16289,rabbitmq,Software
16290,radian 6,Support Activities
16291,radio engineering evaluation for system planning,Software
16292,radio frequencies,Support Activities
16293,radiographic testing,Software
16294,range management,Support Activities
16295,ranorex,Software
16296,raspberry pi,Software
16297,ravendb,Software
16298,reagent manufacturing,Production and Assembling
16299,real-time computing (rtc),Software
16300,record survey measurements,Support Activities
16301,recurrent neural network (rnn),Software
16302,red hat cloudforms,Software
16303,red hat linux administration,Software
16304,red hat satellite,Software
16305,red hat wildfly,Software
16306,redis,Software
16307,regression algorithms,Support Activities
16308,regression analysis,Ideation and Development
16309,regulatory accounting,Support Activities
16311,reliability engineering studies,Ideation and Development
16312,remedyforce,Support Activities
16313,remote technical support,Software
16314,repair electronic and hardware systems,Tooling and Machining
16315,repair/maintain personnel lifts,Tooling and Machining
16316,requirements verification and validation,Support Activities
16317,reservoir analysis,Tooling and Machining
16318,reservoir simulations and evaluations,Ideation and Development
16319,resharper,Software
16320,resource conservation and recovery act (rcra),Support Activities
16321,rest api development,Software
16322,resteasy,Software
16323,restful / soa web services,Software
16326,rhino javascript engine,Software
16327,rightscale,Software
16328,risk and mitigation analysis,Support Activities
16329,risk based testing,Software
16330,risk reporting,Support Activities
16331,riskmetrics,Support Activities
16332,riverbed opnet,Software
16333,rna purification,Materials
16334,robot framework,Tooling and Machining
16335,robot operating system (ros),Tooling and Machining
16336,robot programming,Tooling and Machining
16337,rocksdb,Software
16338,rockwell automation,Tooling and Machining
16339,role based access control (rbac),Software
16340,root cause failure investigation,Software
16342,rs-232 / rs-485,Software
16346,rsa archer audit management,Support Activities
16347,rsa encryption / cryptosystem,Software
16348,rsa envision siem platform management,Software
16349,rsview,Tooling and Machining
16350,rule-based systems,Software
16351,rules engines,Support Activities
16352,running assays,Support Activities
16353,rxjava,Software
16354,saba learning management system,Software
16355,sabrix,Software
16356,safety audit,Support Activities
16357,safety training,Support Activities
16358,sage 100,Software
16359,sahi,Software
16360,salesforce chatter,Support Activities
16361,salesforce object query language (soql),Support Activities
16362,salesforce platform skills,Support Activities
16363,salesforce sales cloud,Support Activities
16364,salesforce service cloud,Software
16365,salesforce thread,Support Activities
16373,salesforce1,Support Activities
16374,saleslogix,Support Activities
16375,saltstack,Software
16376,sample management,Support Activities
16377,sanitary design and controls,Design
16378,sanitation programs,Support Activities
16379,sap afs,Support Activities
16380,sap ariba,Supply Chain and Logistics
16381,sap business intelligence (bi),Support Activities
16382,sap business workflow,Software
16383,sap businessobjects web intelligence (webi),Support Activities
16385,sap concur analytics,Support Activities
16386,sap fieldglass,Software
16387,sap financial supply chain management (fscm),Software
16388,sap hana,Software
16389,sap hybris,Support Activities
16390,sap information steward,Support Activities
16391,sap jam,Software
16392,sap lumira,Support Activities
16393,sap s/4hana,Software
16394,sap security,Software
16395,sap smartops,Supply Chain and Logistics
16396,sap solman,Support Activities
16397,sap sourcing,Supply Chain and Logistics
16398,sap successfactors,Software
16399,sap technical architecture,Software
16400,sap tm transportation management software,Support Activities
16401,sap workforce performance builder (wpb),Software
16402,sas bi tools,Support Activities
16403,sas clinical,Support Activities
16404,sas70,Support Activities
16405,satellite placement assessment,Tooling and Machining
16406,scala,Software
16407,scalability design,Software
16408,scenario planning,Support Activities
16409,schedule recovery,Software
16410,schematics reading,Tooling and Machining
16411,scikit-learn,Support Activities
16412,scissor lifts,Tooling and Machining
16413,scrum master,Software
16414,sdn,Software
16415,sds-page,Materials
16416,search analytics,Support Activities
16418,securities settlement,Support Activities
16419,security operations management,Software
16420,security program management,Software
16422,seetest,Software
16423,sel acselerator,Software
16424,sel relays,Tooling and Machining
16425,sel rtac,Software
16426,selenium webdriver,Software
16427,self-contained breathing apparatus (scba),Tooling and Machining
16428,self-service business intelligence (ssbi),Support Activities
16429,semiconductor device physics,Materials
16430,semi-structured data,Support Activities
16432,sencha touch,Software
16433,sendgrid,Software
16434,sensory analysis,Ideation and Development
16435,sensu,Software
16436,serenity bdd,Software
16437,serum samples,Support Activities
16438,service enablement,Software
16439,servicemax,Supply Chain and Logistics
16440,servicenow,Software
16441,session border controller,Software
16442,session initiated protocol (sip),Software
16443,setting poles,Tooling and Machining
16444,sharegate,Software
16445,sheet metal fabrication,Production and Assembling
16446,shingo process mapping,Software
16447,shop drawings,Design
16448,siemens invision,Support Activities
16449,siemens simatic,Support Activities
16450,siemens soarian,Support Activities
16451,siemens spectrum,Support Activities
16452,siemens teamcenter,Support Activities
16453,sigma software,Support Activities
16454,sign language,General Skills
16455,signal integrity analysis,Support Activities
16456,signal reception assessment,Support Activities
16457,signavio process editor,Software
16458,simultaneous localization and mapping (slam),Tooling and Machining
16459,single sign on (sso),Software
16460,site and study management,Support Activities
16461,sitecore,Software
16462,siteminder administration,Software
16464,skid-steer loader,Tooling and Machining
16467,smallworld,Support Activities
16468,smart grid,Software
16469,smartbear,Software
16470,smartsheet,Software
16471,smoke alarms,Tooling and Machining
16472,snow blowers,Tooling and Machining
16473,snow removal,Support Activities
16474,soa security,Software
16475,soa testing,Software
16476,social content,Support Activities
16477,social data,Support Activities
16478,social engineering,Software
16479,social media strategy,Support Activities
16481,socket.io,Software
16482,software ag,Support Activities
16483,software defined data center (sddc),Software
16484,software design engineer in test (sdet),Software
16485,software development kit (sdk) design,Ideation and Development
16486,software refactoring,Software
16487,soil processes,Materials
16488,solidworks,Software
16490,sonarqube,Software
16491,spanning tree,Software
16492,specimen processing,Support Activities
16493,spectrum analyzer,Software
16494,sphinx python documentation generator,Software
16495,spill prevention control and countermeasure (spcc),Support Activities
16496,splunk siem,Software
16497,spray foam (insulation),Tooling and Machining
16498,spring batch framework,Software
16499,spring boot,Software
16500,spring core,Software
16501,spring dao,Software
16502,spring data,Software
16503,spring integration,Software
16504,spring mvc,Software
16505,spring rest,Software
16506,spring security,Software
16507,spring web flow,Software
16508,spring web services,Software
16509,sprinkling systems,Software
16510,sprinklr,Software
16511,sproutsocial,Support Activities
16512,spservices,Support Activities
16513,sqc charts,Support Activities
16514,sql injection,Software
16515,sql plus,Software
16516,stability testing,Software
16517,staff relations,Support Activities
16518,stakeholder management,Support Activities
16519,statistical analysis,Support Activities
16520,statistical forecasting,Support Activities
16521,statistical methods,Support Activities
16522,statistical process control (spc),Support Activities
16523,statistical programming,Support Activities
16524,statistical reporting,Support Activities
16526,stealth / low observable technology,Support Activities
16527,steam and gas turbine installation,Tooling and Machining
16529,stochastic processes,Ideation and Development
16530,stock inventory,Supply Chain and Logistics
16531,storage architectures,Software
16532,storage as a service,Software
16533,storage consolidation,Software
16535,stormcad,Tooling and Machining
16536,storyboards & wireframes,Design
16537,strategic recommendations,Support Activities
16538,strategic risk management,Support Activities
16539,structural geology,Materials
16540,sublime text,Software
16541,sugarcrm,Software
16542,sumtotal hrms,Support Activities
16543,sun application server,Support Activities
16544,sungard,Support Activities
16545,sungard energy,Tooling and Machining
16546,supervised learning (machine learning),Support Activities
16547,surescripts,Support Activities
16548,surface vessels,Tooling and Machining
16549,survey development,Ideation and Development
16550,survival analysis,Support Activities
16551,suse linux administration,Software
16552,swimming pool repair,Tooling and Machining
16553,sybase database,Software
16554,sybase database administration,Software
16555,sybase powerbuilder,Software
16556,symantec altiris,Software
16557,symantec endpoint protection,Software
16558,symmetrix,Software
16559,synopsys vcs,Software
16560,syntactically awesome style sheets (sass),Software
16561,synthesio,Software
16562,system center operations manager (scom),Software
16563,system integration testing,Software
16564,system level troubleshooting,Software
16565,system on chip (soc),Software
16566,systems applications development,Ideation and Development
16567,syteline,Software
16568,tag management,Support Activities
16569,talend big data,Software
16570,talend data integration,Software
16571,talend etl,Software
16572,tamil,General Skills
16573,taxware,Support Activities
16574,tdm telephony,Software
16575,tealium,Support Activities
16576,team foundation server,Software
16577,tecan instruments,Tooling and Machining
16578,technical inspections,Production and Assembling
16579,technical record-keeping,Support Activities
16580,technical system audits,Software
16581,tektronix,Tooling and Machining
16582,telematics,Software
16583,telerik mobile app development platform,Ideation and Development
16584,tensorflow,Software
16585,teradata aprimo,Software
16586,teradata aster,Software
16587,teradata bi,Software
16588,teradata dba,Software
16590,test data management,Software
16591,test driven development (tdd),Ideation and Development
16592,test result analysis,Support Activities
16593,testng,Software
16594,testrail,Software
16595,text to speech (tts),Support Activities
16596,the open group architecture framework (togaf),Software
16597,theano,Software
16598,thermostats,Tooling and Machining
16599,threat intelligence and analysis,Software
16600,threat modeling,Software
16601,three.js,Design
16603,tibco,Support Activities
16604,tibco administration,Support Activities
16605,tibco hawk,Software
16606,tillage,Support Activities
16607,time series models,Support Activities
16608,tire mounting,Tooling and Machining
16609,tire pressure check,Tooling and Machining
16610,tire repairs,Tooling and Machining
16611,tire rotations,Tooling and Machining
16612,togaf,Software
16613,tokenization,Support Activities
16614,tolerance analysis,Production and Assembling
16615,tolerance investigation,Support Activities
16616,topographic surveys,Support Activities
16618,tornado web server,Software
16619,torque wrench,Tooling and Machining
16621,tower climbing,General Skills
16623,toxic substances control act (tsca),Materials
16624,trackwise,Support Activities
16625,transit planning,Supply Chain and Logistics
16626,transmission lines knowledge,Software
16627,transport layer security (tls),Software
16628,transportation assistance,Supply Chain and Logistics
16630,tridion web content management,Software
16631,trigonometry,Support Activities
16632,trizetto facets,Support Activities
16634,troubleshoot and repair industrial equipment,Tooling and Machining
16635,tweetreach (twitter),Support Activities
16636,typescript,Software
16637,udeploy,Software
16638,uhplc,Tooling and Machining
16639,ul 1741,Software
16640,ultimate software,Support Activities
16641,ultipro,Software
16642,ultra performance liquid chromatography (uplc),Materials
16644,umbraco,Software
16645,underground storage tank (ust),Tooling and Machining
16646,underscore.js,Software
16647,unicorn system control,Software
16648,unified communications,Support Activities
16649,unit testing,Software
16650,unity (programming language),Software
16651,unity 3d,Software
16652,unix ibm aix,Software
16653,unix platforms,Software
16654,unix sun solaris,Software
16655,unsupervised learning,Software
16656,uperform,Software
16657,use of micropipettes,Support Activities
16658,user research,Support Activities
16659,usp regulations,Support Activities
16660,utility computing,Software
16661,utility infrastructure design and maintenance,Software
16663,utility meter inspection,Tooling and Machining
16665,uv-vis,Materials
16666,vagrant software,Software
16667,validate design specifications,Software
16668,value at risk (var),Support Activities
16669,variance reporting,Support Activities
16670,varicent,Software
16672,veeva,Support Activities
16674,vehicle checklist,Tooling and Machining
16675,vehicle loading,Supply Chain and Logistics
16676,velocify,Software
